timestamp,home,pts_home,away,pts_away,tv,notes
2014-10-04 12:00:00,Southern Mississippi,31,Middle Tennessee State,37,"ASN, CSN-CHI",
2014-10-04 15:30:00,Alabama,17,Mississippi,23,CBS,
2014-10-04 12:00:00,Texas A&M,31,Mississippi State,48,ESPN,
2014-10-04 15:30:00,New Mexico,21,Texas-San Antonio,9,"ASN, CSN-CHI",
2014-10-04 17:00:00,Kent State,14,Northern Illinois,17,ESPN3.com,
2014-10-04 15:30:00,Wisconsin,14,Northwestern,20,ESPN 2,
2014-10-04 15:30:00,Stanford,14,Notre Dame,17,NBC,
2014-10-04 12:00:00,Ohio State,52,Maryland,24,ABC,
2014-10-04 12:00:00,Iowa State,20,Oklahoma State,37,FS1,
2014-10-04 16:00:00,Oregon State,36,Colorado,31,Pac-12 Network,
2014-10-04 12:00:00,Purdue,38,Illinois,27,ESPN 2,
2014-10-04 19:00:00,Hawaii,14,Rice,28,"ASN, CSN-BAY, TCN-PHI",
2014-10-04 19:00:00,Michigan,24,Rutgers,26,Big Ten Network,
2014-10-04 20:00:00,Nevada-Las Vegas,10,San Jose State,33,ESPNews,
2014-10-04 18:00:00,South Alabama,47,Appalachian State,21,ESPN3.com,
2014-10-04 15:30:00,Oklahoma,33,Texas Christian,37,FOX,
2014-10-04 19:00:00,Idaho,30,Texas State,35,ESPN3.com,
2014-10-04 19:00:00,Toledo,20,Western Michigan,19,ESPN3.com,
2014-10-04 22:30:00,Utah,30,UCLA,28,ESPN,
2014-10-04 19:30:00,Pittsburgh,19,Virginia,24,"RSN, YES, ROOT-PIT, STO",
2014-10-04 12:30:00,Virginia Tech,34,North Carolina,17,ACC Network,
2014-10-04 16:00:00,Kansas,14,West Virginia,33,"FSN, ROOT-PIT",
2014-10-09 19:30:00,Brigham Young,24,Central Florida,31,ESPN,
2014-10-10 22:00:00,Fresno State,27,Nevada-Las Vegas,30,CBSSN,
2014-10-10 21:30:00,San Diego State,24,New Mexico,14,ESPN U,
2014-10-10 21:00:00,Washington State,17,Stanford,34,ESPN,
2014-10-11 14:00:00,Miami (OH),19,Akron,29,ESPN3.com,
2014-10-11 18:00:00,Alabama,14,Arkansas,13,ESPN,
2014-10-11 15:30:00,North Texas,21,Alabama-Birmingham,56,"Sinclair, ASN",
2014-10-11 14:00:00,Arkansas State,52,Georgia State,10,ESPN3.com,
2014-10-11 15:30:00,Texas Christian,58,Baylor,61,ESPN 2,
2014-10-11 15:30:00,Boston College,30,North Carolina State,14,"CSN, NESN, ROOT-NW, PIT",
2014-10-11 14:00:00,Bowling Green State,31,Ohio,13,ESPN3.com,
2014-10-11 17:00:00,Central Michigan,34,Northern Illinois,17,ESPN3.com,
2014-10-11 15:30:00,Louisville,17,Clemson,23,ESPN U,
2014-10-11 22:30:00,Colorado State,31,Nevada,24,CBSSN,
2014-10-11 12:30:00,Duke,31,Georgia Tech,25,ACC Network,
2014-10-11 19:00:00,East Carolina,28,South Florida,17,ESPN U,
2014-10-11 13:00:00,Buffalo,27,Eastern Michigan,37,ESPN3.com,
2014-10-11 12:00:00,Florida State,38,Syracuse,20,ESPN,
2014-10-11 12:00:00,Georgia,34,Missouri,0,CBS,
2014-10-11 18:00:00,Idaho,24,Georgia Southern,47,ESPN3.com,
2014-10-11 23:59:00,Wyoming,28,Hawaii,38,"Oceanic PPV, ROOT-RM",
2014-10-11 19:00:00,Houston,28,Memphis,24,CBSSN,
2014-10-11 12:00:00,Indiana,29,Iowa,45,Big Ten Network,
2014-10-11 15:30:00,Toledo,30,Iowa State,37,Mediacom Cable,
2014-10-11 12:00:00,Louisiana-Monroe,14,Kentucky,48,SEC Network,
2014-10-11 15:30:00,Liberty,55,Appalachian State,48,ESPN3.com,
2014-10-11 19:30:00,Louisiana State,30,Florida,27,SEC Network,
2014-10-11 12:00:00,Middle Tennessee State,24,Marshall,49,"FSN, MSG+, ROOT-RM, SPO",
2014-10-11 14:00:00,Massachusetts,40,Kent State,17,ESPN3.com,
2014-10-11 12:00:00,Cincinnati,34,Miami (FL),55,"MSG, NESN, ROOT-NW, PIT",
2014-10-11 19:00:00,Penn State,13,Michigan,18,ESPN,
2014-10-11 15:30:00,Michigan State,45,Purdue,31,ABC,
2014-10-11 12:00:00,Northwestern,17,Minnesota,24,Big Ten Network,
2014-10-11 21:15:00,Mississippi,35,Texas A&M,20,ESPN,
2014-10-11 15:39:00,Auburn,23,Mississippi State,38,CBS,
2014-10-11 15:30:00,Virginia Military Institute,14,Navy,51,CBSSN,
2014-10-11 15:30:00,North Carolina,43,Notre Dame,50,NBC,
2014-10-11 12:00:00,Texas,26,Oklahoma,31,ABC,"Cotton Bowl - Dallas, TX"
2014-10-11 16:00:00,Oklahoma State,27,Kansas,20,FS1,
2014-10-11 15:30:00,Oregon,42,UCLA,30,FOX,
2014-10-11 12:00:00,Rice,41,Army,21,CBSSN,
2014-10-11 22:30:00,Southern California,28,Arizona,26,ESPN 2,
2014-10-11 12:00:00,Tulsa,24,Temple,35,ESPNews,
2014-10-11 16:00:00,Chattanooga,10,Tennessee,45,SEC Network,
2014-10-11 20:00:00,Old Dominion,35,Texas-El Paso,42,"MyTVZ33, Sinclair",
2014-10-11 19:00:00,Florida International,13,Texas-San Antonio,16,FCS,
2014-10-11 15:00:00,New Mexico State,24,Troy,41,ESPN3.com,
2014-10-11 20:00:00,Connecticut,3,Tulane,12,ESPNews,
2014-10-11 22:15:00,Air Force,16,Utah State,34,ESPN U,
2014-10-11 19:30:00,Charleston Southern,20,Vanderbilt,21,"FSN-DET, SW, SportSouth",
2014-10-11 18:00:00,Washington,31,California,7,Pac-12 Network,
2014-10-11 12:00:00,West Virginia,37,Texas Tech,34,FS1,
2014-10-11 15:00:00,Western Michigan,42,Ball State,38,ESPN3.com,
2014-10-11 12:00:00,Illinois,28,Wisconsin,38,ESPN 2,
2014-10-14 20:00:00,Louisiana-Lafayette,34,Texas State,10,ESPN 2,
2014-10-16 19:30:00,Virginia Tech,16,Pittsburgh,21,ESPN,
2014-10-16 22:00:00,Utah,29,Oregon State,23,FS2,
2014-10-17 20:00:00,Fresno State,27,Boise State,37,ESPN,
2014-10-17 21:00:00,Temple,10,Houston,31,ESPN U,
2014-10-18 15:30:00,New Mexico,31,Air Force,35,ROOT-NW,
2014-10-18 15:30:00,Texas A&M,0,Alabama,59,CBS,
2014-10-18 15:00:00,Appalachian State,53,Troy,14,ESPN3.com,
2014-10-18 22:30:00,Stanford,10,Arizona State,26,ESPN,
2014-10-18 15:30:00,Ball State,32,Central Michigan,29,ESPN3.com,
2014-10-18 12:00:00,Tulane,13,Central Florida,20,ESPN U,
2014-10-18 15:30:00,Cincinnati,41,Southern Methodist,3,CBSSN,
2014-10-18 15:30:00,Clemson,17,Boston College,13,ESPN U,
2014-10-18 19:00:00,Utah State,13,Colorado State,16,CBSSN,
2014-10-18 12:30:00,Virginia,13,Duke,20,ACC Network,
2014-10-18 12:00:00,Western Kentucky,38,Florida Atlantic,45,Sinclair,
2014-10-18 20:00:00,Notre Dame,27,Florida State,31,ABC,
2014-10-18 16:00:00,Arkansas,32,Georgia,45,SEC Network,"War Memorial Stadium - Little Rock, AR"
2014-10-18 17:00:00,New Mexico State,17,Idaho,29,ESPN3.com,
2014-10-18 12:00:00,Kansas State,31,Oklahoma,30,ESPN,
2014-10-18 15:30:00,Army,17,Kent State,39,ESPN3.com,
2014-10-18 19:30:00,Kentucky,3,Louisiana State,41,SEC Network,
2014-10-18 12:00:00,Texas-San Antonio,20,Louisiana Tech,27,"FSN-MW, SW, AZ, W",
2014-10-18 15:30:00,North Carolina State,18,Louisville,30,"FSN, YES, CSN-BAL",
2014-10-18 18:00:00,Marshall,45,Florida International,13,American Sports Network,
2014-10-18 12:00:00,Iowa,31,Maryland,38,ESPN 2,
2014-10-18 15:00:00,Eastern Michigan,14,Massachusetts,36,ESPN3.com,"Gillette Stadium - Foxborough, MA"
2014-10-18 15:30:00,Michigan State,56,Indiana,17,ESPN,
2014-10-18 15:30:00,Alabama-Birmingham,22,Middle Tennessee State,34,FCS,
2014-10-18 12:00:00,Purdue,38,Minnesota,39,Big Ten Network,
2014-10-18 19:00:00,Tennessee,3,Mississippi,34,ESPN,
2014-10-18 19:00:00,Missouri,42,Florida,13,ESPN 2,
2014-10-18 19:30:00,Nebraska,38,Northwestern,17,Big Ten Network,
2014-10-18 22:15:00,Nevada,42,Brigham Young,35,ESPN 2,
2014-10-18 19:00:00,Georgia Tech,43,North Carolina,48,ESPN U,
2014-10-18 17:00:00,Miami (OH),41,Northern Illinois,51,ESPN3.com,
2014-10-18 14:00:00,Akron,20,Ohio,23,ESPN3.com,
2014-10-18 15:30:00,Rutgers,17,Ohio State,56,ABC (ESPN 2 mirror),
2014-10-18 20:00:00,Washington,20,Oregon,45,FS1,
2014-10-18 22:30:00,Hawaii,10,San Diego State,20,CBSSN,
2014-10-18 16:00:00,San Jose State,27,Wyoming,20,ESPN3.com,
2014-10-18 19:30:00,Georgia State,27,South Alabama,30,ESPN3.com,
2014-10-18 12:00:00,Furman,10,South Carolina,41,SEC Network,
2014-10-18 12:00:00,South Florida,38,Tulsa,30,ESPNews,
2014-10-18 18:00:00,Colorado,28,Southern California,56,Pac-12 Network,
2014-10-18 19:00:00,Southern Mississippi,30,North Texas,20,Sinclair,
2014-10-18 12:00:00,Syracuse,30,Wake Forest,7,"RSN, YES, FSN-S, PT, DET+",
2014-10-18 20:00:00,Iowa State,45,Texas,48,Longhorn Network,
2014-10-18 16:00:00,Oklahoma State,9,Texas Christian,42,FS1,
2014-10-18 15:30:00,Kansas,21,Texas Tech,34,"FSN-FL, N, WI, SportSouth",
2014-10-18 15:30:00,UCLA,36,California,34,ABC (ESPN 2 mirror),
2014-10-18 12:00:00,Baylor,27,West Virginia,41,FS1,
2014-10-18 14:00:00,Western Michigan,26,Bowling Green State,14,ESPN3.com,
2014-10-21 20:00:00,Arkansas State,40,Louisiana-Lafayette,55,ESPN 2,
2014-10-23 19:00:00,Connecticut,21,East Carolina,31,ESPN U,
2014-10-23 20:00:00,Miami (FL),30,Virginia Tech,6,ESPN,
2014-10-24 21:00:00,Brigham Young,30,Boise State,55,ESPN,
2014-10-24 19:00:00,South Florida,17,Cincinnati,34,ESPN 2,"Paul Brown Stadium - Cincinnati, OH"
2014-10-24 22:00:00,California,41,Oregon,59,FS1,"Levi`s Stadium - Santa Clara, CA"
2014-10-24 19:30:00,Troy,13,South Alabama,27,ESPN U,
2014-10-25 19:30:00,Alabama,34,Tennessee,20,ESPN 2,
2014-10-25 18:00:00,Arizona,59,Washington State,37,Pac-12 Network,
2014-10-25 22:45:00,Arizona State,24,Washington,10,ESPN,
2014-10-25 12:00:00,Alabama-Birmingham,17,Arkansas,45,SEC Network,
2014-10-25 19:30:00,South Carolina,35,Auburn,42,SEC Network,
2014-10-25 14:00:00,Akron,21,Ball State,35,ESPN3.com,
2014-10-25 15:30:00,Boston College,23,Wake Forest,17,"RSN, YES, ROOT-PIT, STO",
2014-10-25 17:00:00,Temple,14,Central Florida,34,CBSSN,
2014-10-25 15:30:00,Central Michigan,20,Buffalo,14,ESPN3.com,
2014-10-25 19:00:00,Syracuse,6,Clemson,16,ESPN U,
2014-10-25 19:00:00,Wyoming,31,Colorado State,45,ROOT-RM,
2014-10-25 14:00:00,Georgia Southern,69,Georgia State,31,ESPN3.com,
2014-10-25 15:30:00,Georgia Tech,56,Pittsburgh,28,ESPN U,
2014-10-25 12:00:00,Minnesota,24,Illinois,28,ESPN U,
2014-10-25 12:00:00,Texas,0,Kansas State,23,ESPN,
2014-10-25 19:15:00,Mississippi,7,Louisiana State,10,ESPN,
2014-10-25 15:30:00,Louisiana Tech,31,Southern Mississippi,20,"ASN, CSN-CHI, BAY",
2014-10-25 15:30:00,Florida Atlantic,16,Marshall,35,FS1,
2014-10-25 12:00:00,Memphis,48,Southern Methodist,10,ESPNews,
2014-10-25 14:30:00,Kent State,3,Miami (OH),10,ESPN3.com,
2014-10-25 15:30:00,Michigan,11,Michigan State,35,ABC,
2014-10-25 15:30:00,Mississippi State,45,Kentucky,31,CBS,
2014-10-25 16:00:00,Vanderbilt,14,Missouri,24,SEC Network,
2014-10-25 13:00:00,San Jose State,31,Navy,41,CBSSN,
2014-10-25 12:00:00,Rutgers,24,Nebraska,42,ESPN 2,
2014-10-25 23:59:00,Nevada,26,Hawaii,18,Oceanic Pay-Per-View,
2014-10-25 12:30:00,North Carolina,28,Virginia,27,ACC Network,
2014-10-25 13:00:00,Northern Illinois,28,Eastern Michigan,17,ESPN3.com,
2014-10-25 20:00:00,Ohio State,31,Penn State,24,ABC,
2014-10-25 12:00:00,North Texas,21,Rice,41,"FSN, MSG, ROOT-PIT, RM",
2014-10-25 15:30:00,Oregon State,14,Stanford,38,ESPN 2,
2014-10-25 15:30:00,Texas Tech,27,Texas Christian,82,FOX,
2014-10-25 19:00:00,Texas State,22,Louisiana-Monroe,18,ESPN3.com,
2014-10-25 19:00:00,Texas-El Paso,34,Texas-San Antonio,0,"Sinclair, ASN, CSN-BAY",
2014-10-25 14:00:00,Massachusetts,35,Toledo,42,"ESPN3.com, BCSN, ESPN GP",
2014-10-25 14:00:00,UCLA,40,Colorado,37,Pac-12 Network,
2014-10-25 22:00:00,Southern California,21,Utah,24,FS1,
2014-10-25 16:00:00,Nevada-Las Vegas,20,Utah State,34,ESPNews,
2014-10-25 15:30:00,West Virginia,34,Oklahoma State,10,ESPN,
2014-10-25 16:00:00,Old Dominion,51,Western Kentucky,66,CUSA Digital,
2014-10-25 14:00:00,Ohio,21,Western Michigan,42,ESPN3.com,
2014-10-25 12:00:00,Maryland,7,Wisconsin,52,Big Ten Network,
2014-10-30 19:30:00,Florida State,42,Louisville,31,ESPN,
2014-10-30 19:30:00,Troy,10,Georgia Southern,42,ESPN U,
2014-10-31 20:00:00,Cincinnati,38,Tulane,14,ESPN 2,
2014-10-31 20:02:00,Tulsa,20,Memphis,40,ESPN U,
2014-11-01 11:30:00,Air Force,23,Army,6,CBS,
2014-11-01 19:00:00,Alabama-Birmingham,31,Florida Atlantic,28,Sinclair,
2014-11-01 15:30:00,Georgia State,0,Appalachian State,44,ESPN3.com,
2014-11-01 23:00:00,Utah,16,Arizona State,19,FS1,
2014-11-01 17:00:00,Arkansas State,44,Idaho,28,ESPN3.com,
2014-11-01 19:00:00,Auburn,35,Mississippi,31,ESPN,
2014-11-01 16:00:00,Kansas,14,Baylor,60,FS1,
2014-11-01 12:30:00,Boston College,33,Virginia Tech,31,ACC Network,
2014-11-01 15:30:00,Brigham Young,27,Middle Tennessee State,7,CBSSN,
2014-11-01 22:30:00,California,45,Oregon State,31,Pac-12 Network,
2014-11-01 13:00:00,Central Michigan,38,Eastern Michigan,7,ESPN3.com,
2014-11-01 19:00:00,Colorado State,38,San Jose State,31,CBSSN,
2014-11-01 12:00:00,Central Florida,29,Connecticut,37,CBSSN,
2014-11-01 12:00:00,Duke,51,Pittsburgh,48,ESPN U,
2014-11-01 15:30:00,Georgia,20,Florida,38,CBS,"EverBank Field - Jacksonville, FL"
2014-11-01 15:30:00,Virginia,10,Georgia Tech,35,ESPN U,
2014-11-01 16:00:00,Houston,27,South Florida,3,ESPNews,
2014-11-01 12:00:00,Northwestern,7,Iowa,48,Big Ten Network,
2014-11-01 20:00:00,Oklahoma State,14,Kansas State,48,ABC,
2014-11-01 15:00:00,Western Kentucky,10,Louisiana Tech,59,"FSN-W, AZ, SW, MW, DET",
2014-11-01 17:00:00,South Alabama,9,Louisiana-Lafayette,19,ESPN3.com,
2014-11-01 12:00:00,Maryland,20,Penn State,19,ESPN 2,
2014-11-01 12:30:00,North Carolina,20,Miami (FL),47,ACC Network,
2014-11-01 15:30:00,Indiana,10,Michigan,34,Big Ten Network,
2014-11-01 19:15:00,Arkansas,10,Mississippi State,17,ESPN 2,
2014-11-01 16:00:00,Kentucky,10,Missouri,20,SEC Network,
2014-11-01 15:30:00,Purdue,14,Nebraska,35,ABC (ESPN 2 mirror),
2014-11-01 22:30:00,San Diego State,14,Nevada,30,CBSSN,
2014-11-01 17:30:00,New Mexico,31,Nevada-Las Vegas,28,"ROOT-RM, NW",
2014-11-01 15:00:00,North Carolina State,24,Syracuse,17,"RSN, FSN-S, FL, SD",
2014-11-01 20:00:00,Navy,39,Notre Dame,49,CBS,"FedEx Field - Landover, MD"
2014-11-01 20:00:00,Illinois,14,Ohio State,55,"ABC, ESPN3.com",
2014-11-01 12:00:00,Oklahoma,59,Iowa State,14,FS1,
2014-11-01 19:30:00,Stanford,16,Oregon,45,FOX,
2014-11-01 12:00:00,Rice,31,Florida International,17,American Sports Network,
2014-11-01 16:30:00,Southern California,44,Washington State,17,Pac-12 Network,
2014-11-01 12:00:00,East Carolina,10,Temple,20,ESPNews,
2014-11-01 19:30:00,Tennessee,45,South Carolina,42,SEC Network,
2014-11-01 19:30:00,Texas,34,Texas Tech,13,FS1,
2014-11-01 12:00:00,Louisiana-Monroe,16,Texas A&M,21,SEC Network,
2014-11-01 15:30:00,Texas Christian,31,West Virginia,30,ABC (ESPN 2 mirror),
2014-11-01 16:00:00,Texas State,37,New Mexico State,29,"AggieTV, ESPN3, Altitude",
2014-11-01 20:00:00,Southern Mississippi,14,Texas-El Paso,35,FCS,
2014-11-01 22:30:00,Arizona,7,UCLA,17,ESPN,
2014-11-01 23:00:00,Utah State,35,Hawaii,14,Oceanic Pay-per-view,
2014-11-01 19:00:00,Old Dominion,28,Vanderbilt,42,ESPN U,
2014-11-01 13:00:00,Washington,38,Colorado,23,Pac-12 Network,
2014-11-01 14:30:00,Western Michigan,41,Miami (OH),10,ESPN3.com,
2014-11-01 12:00:00,Wisconsin,37,Rutgers,0,ESPN,
2014-11-01 22:45:00,Wyoming,45,Fresno State,17,ESPN 2,
2014-11-04 20:00:00,Bowling Green State,27,Akron,10,ESPN 2,
2014-11-04 20:00:00,Toledo,30,Kent State,20,ESPN U,
2014-11-05 20:00:00,Northern Illinois,35,Ball State,21,ESPN 2,
2014-11-05 20:00:00,Buffalo,14,Ohio,37,ESPN U,
2014-11-06 19:30:00,Clemson,34,Wake Forest,20,ESPN,
2014-11-07 19:30:00,Memphis,16,Temple,13,ESPN U,
2014-11-07 20:00:00,Utah State,20,Wyoming,3,ESPN 2,
2014-11-08 16:00:00,Air Force,48,Nevada-Las Vegas,21,Mountain West Network,
2014-11-08 20:00:00,Alabama,20,Louisiana State,13,CBS,
2014-11-08 15:30:00,Louisiana-Monroe,29,Appalachian State,31,ESPN3.com,
2014-11-08 20:00:00,Colorado,20,Arizona,38,Pac-12 Network,
2014-11-08 15:30:00,Notre Dame,31,Arizona State,55,ABC,
2014-11-08 15:00:00,South Alabama,10,Arkansas State,45,ESPN3.com,
2014-11-08 15:30:00,Connecticut,21,Army,35,CBSSN,"Yankee Stadium - Bronx, NY"
2014-11-08 12:00:00,Baylor,48,Oklahoma,14,FS1,
2014-11-08 19:00:00,Boise State,60,New Mexico,49,CBSSN,
2014-11-08 19:00:00,Hawaii,22,Colorado State,49,ESPN U,
2014-11-08 12:30:00,Duke,27,Syracuse,10,"RSN, MSG, STO, SunSports",
2014-11-08 19:30:00,Florida,34,Vanderbilt,10,SEC Network,
2014-11-08 18:30:00,Virginia,20,Florida State,34,ESPN,
2014-11-08 22:30:00,San Jose State,24,Fresno State,38,CBSSN,
2014-11-08 12:00:00,Georgia,63,Kentucky,31,ESPN,
2014-11-08 16:00:00,Georgia Southern,28,Texas State,25,ESPN3.com,
2014-11-08 12:30:00,Georgia Tech,56,North Carolina State,23,ACC Network,
2014-11-08 15:30:00,Iowa State,14,Kansas,34,"FSN-DET+, MSG+, MASN2",
2014-11-08 12:00:00,Louisiana Tech,40,Alabama-Birmingham,24,American Sports Network,
2014-11-08 20:00:00,Louisiana-Lafayette,44,New Mexico State,16,"ESPN3.com, FSN-AZ+",
2014-11-08 19:15:00,Louisville,38,Boston College,19,ESPN 2,
2014-11-08 19:00:00,Marshall,63,Southern Mississippi,17,"Sinclair, ASN, CSN-CHI",
2014-11-08 15:30:00,Michigan,10,Northwestern,9,ESPN 2,
2014-11-08 12:00:00,Iowa,14,Minnesota,51,ESPN 2,
2014-11-08 12:00:00,Presbyterian,0,Mississippi,48,SEC Network,
2014-11-08 16:00:00,Tennessee-Martin,16,Mississippi State,45,SEC Network,
2014-11-08 19:00:00,Florida Atlantic,10,North Texas,31,FCS,
2014-11-08 20:00:00,Ohio State,49,Michigan State,37,ABC,
2014-11-08 15:30:00,Florida International,35,Old Dominion,38,"ASN, CSN-BAY",
2014-11-08 22:00:00,Oregon,51,Utah,27,ESPN,
2014-11-08 12:00:00,Penn State,13,Indiana,7,Big Ten Network,
2014-11-08 12:00:00,Texas-San Antonio,7,Rice,17,"FSN-OH, DET, MSG+, MASN2",
2014-11-08 18:30:00,Idaho,21,San Diego State,35,"ROOT-NW, RM, FSN-SD",
2014-11-08 15:30:00,West Virginia,16,Texas,33,FS1,
2014-11-08 15:30:00,Texas A&M,41,Auburn,38,CBS,
2014-11-08 19:30:00,Kansas State,20,Texas Christian,41,FOX,
2014-11-08 15:00:00,Georgia State,21,Troy,45,ESPN3.com,
2014-11-08 15:30:00,Tulane,31,Houston,24,ESPN U,
2014-11-08 12:00:00,Southern Methodist,28,Tulsa,38,CBSSN,
2014-11-08 19:00:00,UCLA,44,Washington,30,FS1,
2014-11-08 16:00:00,Washington State,39,Oregon State,32,Pac-12 Network,
2014-11-08 16:00:00,Texas-El Paso,27,Western Kentucky,35,WKUSports.tv,
2014-11-08 12:00:00,Wisconsin,34,Purdue,16,ESPN U,
2014-11-11 20:00:00,Akron,24,Buffalo,55,ESPN U,
2014-11-11 20:00:00,Toledo,24,Northern Illinois,27,ESPN 2,
2014-11-12 20:00:00,Kent State,20,Bowling Green State,30,ESPN 2,
2014-11-12 20:00:00,Ball State,10,Massachusetts,24,ESPN U,
2014-11-13 19:00:00,East Carolina,46,Cincinnati,54,ESPN 2,"Paul Brown Stadium - Cincinnati, OH"
2014-11-13 21:00:00,California,30,Southern California,38,ESPN,
2014-11-13 20:00:00,Southern Mississippi,10,Texas-San Antonio,12,CBSSN,
2014-11-14 20:00:00,Tulsa,7,Central Florida,31,ESPN 2,
2014-11-15 14:00:00,Nevada,38,Air Force,45,ROOT-RM,
2014-11-15 15:30:00,Mississippi State,20,Alabama,25,CBS,
2014-11-15 15:00:00,Appalachian State,37,Arkansas State,32,ESPN3.com,
2014-11-15 15:30:00,Washington,26,Arizona,27,FOX,
2014-11-15 20:00:00,Louisiana State,0,Arkansas,17,ESPN 2,
2014-11-15 22:15:00,San Diego State,29,Boise State,38,ESPN U,
2014-11-15 19:00:00,Nevada-Las Vegas,23,Brigham Young,42,ESPN U,
2014-11-15 13:00:00,Miami (OH),27,Central Michigan,34,ESPN3.com,
2014-11-15 15:30:00,Middle Tennessee State,28,Florida International,38,"ASN, CSN-CHI (JIP)",
2014-11-15 20:00:00,Florida State,30,Miami (FL),26,ABC,
2014-11-15 19:15:00,Auburn,7,Georgia,34,ESPN,
2014-11-15 12:00:00,Clemson,6,Georgia Tech,28,ESPN,
2014-11-15 16:30:00,Hawaii,13,San Jose State,0,Oceanic PPV,
2014-11-15 12:00:00,Iowa,30,Illinois,14,Big Ten Network,
2014-11-15 19:00:00,Louisiana-Lafayette,34,Louisiana-Monroe,27,"SBC Network, ESPN3.com",
2014-11-15 14:30:00,Rice,14,Marshall,41,"FSN, MSG+, ROOT-PITT",
2014-11-15 15:30:00,Memphis,38,Tulane,7,ESPN U,
2014-11-15 20:00:00,Michigan State,37,Maryland,15,Big Ten Network,
2014-11-15 19:30:00,Missouri,34,Texas A&M,27,SEC Network,
2014-11-15 15:30:00,Georgia Southern,19,Navy,52,CBSSN,
2014-11-15 12:30:00,Pittsburgh,35,North Carolina,40,ACC Network,
2014-11-15 15:00:00,Wake Forest,13,North Carolina State,42,"RSN, SportsTime Ohio, YES",
2014-11-15 15:30:00,Northwestern,43,Notre Dame,40,NBC,
2014-11-15 12:00:00,Ohio State,31,Minnesota,24,ABC,
2014-11-15 15:30:00,Oklahoma,42,Texas Tech,30,ESPN,
2014-11-15 22:45:00,Arizona State,27,Oregon State,35,ESPN,
2014-11-15 12:00:00,Temple,13,Penn State,30,ESPN 2,
2014-11-15 15:30:00,Indiana,23,Rutgers,45,Big Ten Network,
2014-11-15 19:30:00,Texas State,20,South Alabama,24,ESPN3.com,
2014-11-15 12:00:00,South Carolina,23,Florida,20,SEC Network,
2014-11-15 20:00:00,South Florida,14,Southern Methodist,13,CBSSN,
2014-11-15 16:00:00,Kentucky,16,Tennessee,50,SEC Network,
2014-11-15 19:30:00,Texas,28,Oklahoma State,7,FOX,
2014-11-15 15:00:00,Texas Christian,34,Kansas,30,FS1,
2014-11-15 22:00:00,North Texas,17,Texas-El Paso,35,FS1,
2014-11-15 17:00:00,Troy,34,Idaho,17,ESPN3.com,
2014-11-15 18:00:00,Utah,20,Stanford,17,Pac-12 Network,
2014-11-15 16:00:00,New Mexico,21,Utah State,28,ESPNews,
2014-11-15 12:00:00,Virginia Tech,17,Duke,16,ESPN U,
2014-11-15 12:00:00,Army,24,Western Kentucky,52,CBSSN,
2014-11-15 14:00:00,Eastern Michigan,7,Western Michigan,51,ESPN3.com,
2014-11-15 15:30:00,Nebraska,24,Wisconsin,59,ABC,
2014-11-18 19:00:00,Massachusetts,6,Akron,30,ESPN3.com,
2014-11-18 20:00:00,Northern Illinois,21,Ohio,14,ESPN U,
2014-11-19 20:00:00,Bowling Green State,20,Toledo,27,ESPN 2,
2014-11-20 19:00:00,Kansas State,26,West Virginia,20,FS1,
2014-11-20 19:30:00,North Carolina,45,Duke,20,ESPN,
2014-11-20 21:30:00,Arkansas State,27,Texas State,45,ESPN U,
2014-11-21 20:00:00,Texas-El Paso,13,Rice,31,FS1,
2014-11-21 21:30:00,Air Force,14,San Diego State,30,CBSSN,
2014-11-21 21:30:00,San Jose State,7,Utah State,41,ESPN 2,
2014-11-22 16:00:00,Western Carolina,14,Alabama,48,SEC Network,
2014-11-22 14:00:00,Appalachian State,35,Louisiana-Lafayette,16,ESPN3.com,
2014-11-22 15:30:00,Arizona,42,Utah,10,ESPN,
2014-11-22 13:00:00,Washington State,31,Arizona State,52,Pac-12 Network,
2014-11-22 15:30:00,Mississippi,0,Arkansas,30,CBS,
2014-11-22 12:00:00,Fordham,31,Army,42,CBSSN,
2014-11-22 19:00:00,Samford,7,Auburn,31,ESPN U,
2014-11-22 14:00:00,Eastern Michigan,30,Ball State,45,ESPN3.com,
2014-11-22 19:30:00,Oklahoma State,28,Baylor,49,FOX,
2014-11-22 22:15:00,Boise State,63,Wyoming,14,ESPN 2,
2014-11-22 15:00:00,Savannah State,0,Brigham Young,64,BYUtv,
2014-11-22 12:00:00,Southern Methodist,7,Central Florida,53,ESPNews,
2014-11-22 20:00:00,Cincinnati,41,Connecticut,0,CBSSN,
2014-11-22 15:30:00,Georgia State,0,Clemson,28,"RSN, ESPN3.com, CSN-BAL",
2014-11-22 13:30:00,New Mexico,20,Colorado State,58,"ROOT-NW, RM",
2014-11-22 15:30:00,Tulane,6,East Carolina,34,ESPN3.com,
2014-11-22 12:00:00,Eastern Kentucky,3,Florida,52,SEC Network,
2014-11-22 15:30:00,Boston College,17,Florida State,20,ABC (ESPN 2 mirror),
2014-11-22 22:30:00,Fresno State,40,Nevada,20,ESPN U,
2014-11-22 12:00:00,Charleston Southern,9,Georgia,55,SEC Network,
2014-11-22 23:00:00,Nevada-Las Vegas,35,Hawaii,37,"Mountain West, Oceanic",
2014-11-22 12:00:00,Tulsa,28,Houston,38,ESPN3.com,
2014-11-22 12:00:00,Penn State,14,Illinois,16,ESPN 2,
